,Id,imdbId,primaryTitle,startYear,runtimeMinutes,IMDB Score,Genre
1118,1118,1454523,Black Bread,2010,108,7.0,2
347,347,4537412,Hija de la laguna,2015,87,7.7,3
2779,2779,4115932,Hollywood Adventures,2015,114,5.2,0
2492,2492,112760,Cutthroat Island,1995,124,5.6,0
2723,2723,2101441,Spring Breakers,2012,94,5.3,2
173,173,437325,The Mars Underground,2007,84,7.9,3
2964,2964,1877797,The Knot,2012,92,4.4,1
484,484,390190,Deadline,2004,90,7.5,3
2165,2165,2343380,The Boy in the Mirror,2014,78,6.1,0
130,130,200698,Het is een schone dag geweest,1993,70,8.0,3
2754,2754,267989,True Blue,2001,101,5.2,2
708,708,377091,Mean Creek,2004,90,7.3,2
2612,2612,2404233,Gods of Egypt,2016,127,5.5,0
2200,2200,247645,The Quickie,2001,99,6.0,2
822,822,222851,Brother,2000,114,7.2,2
592,592,492506,Wordplay,2006,94,7.4,3
1671,1671,1086772,Blended,2014,117,6.5,1
2386,2386,1583421,G.I. Joe: Retaliation,2013,110,5.8,0
2525,2525,862748,Lupin the 3rd,2014,133,5.6,0
421,421,1614989,Headhunters,2011,96,7.6,2
1139,1139,3312868,Deep Web,2015,90,7.0,3
1816,1816,1479183,Boobs: An American Obsession,2010,88,6.4,3
2085,2085,122718,Small Soldiers,1998,108,6.1,0
1734,1734,110054,The New Legend of Shaolin,1994,95,6.4,0
1586,1586,2071601,Super Demetrios,2011,110,6.6,0
1447,1447,1183696,Second Skin,2008,94,6.7,3
1407,1407,243655,Wet Hot American Summer,2001,97,6.7,1
1939,1939,3231054,Risen,2016,107,6.3,0
1176,1176,339071,Girls Will Be Girls,2003,79,6.9,1
2679,2679,115701,Blast,1997,105,5.3,0
3065,3065,1136688,Abelar: Tales of an Ancient Empire,2010,86,3.2,0
1442,1442,955308,Robin Hood,2010,140,6.7,0
118,118,2507550,Killing Us Softly 4: Advertising's Image of Women,2010,46,8.1,3
33,33,891326,A Life Among Whales,2005,57,8.4,3
2791,2791,163983,Bless the Child,2000,107,5.1,2
539,539,3889036,Nixon by Nixon: In His Own Words,2014,71,7.5,3
3016,3016,1386486,Soula Ela Xana,2009,85,3.9,1
1126,1126,2106284,$50K and a Call Girl: A Love Story,2014,90,7.0,0
2279,2279,280438,Ash Wednesday,2002,99,5.9,2
381,381,418038,Outfoxed: Rupert Murdoch's War on Journalism,2004,75,7.6,3
1114,1114,1424746,That's It,2008,80,7.0,1
1883,1883,427783,Riot On!,2004,75,6.3,3
2128,2128,954947,The Killer Inside Me,2010,109,6.1,2
2377,2377,1233192,Brighton Rock,2010,111,5.8,2
2293,2293,450405,Cirque du Freak: The Vampire's Assistant,2009,109,5.9,0
2203,2203,262396,Empire,2002,90,6.0,2
2161,2161,2294679,Informant,2012,81,6.1,3
532,532,2615134,First Cousin Once Removed,2012,78,7.5,3
67,67,230334,Instrument,2003,115,8.2,3
1651,1651,399102,Godzilla: Final Wars,2004,125,6.5,0
2076,2076,116260,Eye for an Eye,1996,101,6.1,2
327,327,1942884,Indie Game: The Movie,2012,103,7.7,3
673,673,5326448,Merci patron!,2016,84,7.4,3
492,492,474361,Sisters in Law,2005,104,7.5,3
2751,2751,209475,The Wedding Planner,2001,103,5.2,1
3089,3089,2396200,Richard The Lionheart,2013,100,2.3,0
765,765,1783232,Conquest 1453,2012,162,7.3,0
313,313,1440266,Pina,2011,103,7.7,3
1899,1899,1188988,Ex,2009,120,6.3,1
1913,1913,1619037,Nice Guy Johnny,2010,89,6.3,1
2559,2559,4021190,Journey to Le Mans,2014,96,5.6,3
2978,2978,4627104,Flight World War II,2015,85,4.3,0
2886,2886,960098,Winter of Frozen Dreams,2009,92,4.8,2
2939,2939,337945,Coronado,2003,88,4.5,0
995,995,1232784,Independents,2007,77,7.1,3
2370,2370,851530,The Lodger,2009,95,5.8,2
2457,2457,1075417,Race to Witch Mountain,2009,98,5.7,0
491,491,447166,The Gamers: Dorkness Rising,2008,105,7.5,0
2248,2248,3589290,La c???r???monie,2014,78,6.0,3
618,618,1333668,The Horse Boy,2009,93,7.4,3
2855,2855,239949,Say It Isn't So,2001,95,4.9,1
2490,2490,99128,Betsy's Wedding,1990,94,5.6,1
1481,1481,2975590,Batman v Superman: Dawn of Justice,2016,151,6.7,0
245,245,1319726,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,92,7.8,3
2599,2599,1176730,Google Me,2007,97,5.5,3
2812,2812,2102502,My Lucky Star,2013,114,5.1,0
2576,2576,160127,Charlie's Angels,2000,98,5.5,0
2207,2207,324015,Soloalbum,2003,89,6.0,1
180,180,878134,A Man Named Pearl,2006,78,7.9,3
2872,2872,108308,Teenage Mutant Ninja Turtles III,1993,96,4.8,0
1423,1423,376994,X-Men: The Last Stand,2006,104,6.7,0
2062,2062,99166,Book of Love,1990,82,6.1,1
1163,1163,122541,An Ideal Husband,1999,97,6.9,1
1468,1468,1790825,Murph: The Protector,2013,79,6.7,3
728,728,841150,Prot???g???,2007,106,7.3,2
681,681,110632,Natural Born Killers,1994,118,7.3,2
1053,1053,5278964,Becoming Mike Nichols,2016,72,7.1,3
2757,2757,347167,The Hero,2003,160,5.2,0
1621,1621,119165,Full Tilt Boogie,1997,97,6.5,3
366,366,144084,American Psycho,2000,102,7.6,2
1395,1395,119527,Deceiver,1997,106,6.7,2
843,843,478134,In the Valley of Elah,2007,121,7.2,2
2748,2748,193560,Texas Rangers,2001,90,5.2,0
183,183,1059955,The Pixar Story,2007,88,7.9,3
2667,2667,2360334,Brawl,2012,92,5.4,0
42,42,5593526,The Apology,2016,104,8.4,3
1589,1589,2315806,American Courtesans,2013,90,6.6,3
86,86,4974396,Stretch and Bobbito: Radio That Changed Lives,2015,99,8.2,3
144,144,1337599,Consuming Kids: The Commercialization of Childhood,2008,66,8.0,3
2473,2473,2109248,Transformers: Age of Extinction,2014,165,5.7,0
1266,1266,112697,Clueless,1995,97,6.8,1
446,446,3029556,Rurouni Kenshin: The Legend Ends,2014,134,7.6,0
1557,1557,1123373,Detective Dee: The Mystery of the Phantom Flame,2010,123,6.6,0
1785,1785,853096,Death of a President,2006,97,6.4,2
1580,1580,1854236,Love Is All You Need,2012,116,6.6,1
1272,1272,119533,A Life Apart: Hasidism in America,1997,96,6.8,3
1680,1680,1305714,Make the Yuletide Gay,2009,89,6.5,1
2012,2012,1213648,London Boulevard,2010,103,6.2,2
1495,1495,4881016,No Home Movie,2015,115,6.7,3
2916,2916,1877893,Excuse Me for Living,2012,106,4.7,1
2838,2838,2369600,Muffin Top: A Love Story,2014,97,5.0,1
1157,1157,114096,Who Killed Pasolini?,1995,100,6.9,2
2354,2354,245891,Extremedays,2001,93,5.8,0
2586,2586,424938,Karla,2006,99,5.5,2
3025,3025,2369041,Legendary,2013,92,3.8,0
1948,1948,100822,Tune in Tomorrow...,1990,107,6.2,1
2509,2509,367204,Land of Love,2003,91,5.6,1
2666,2666,2317524,12 Rounds 2: Reloaded,2013,95,5.4,0
1566,1566,1543283,MGS: Philanthropy,2009,69,6.6,0
687,687,117320,A Perfect Candidate,1996,105,7.3,3
874,874,1252298,The Human Experience,2008,90,7.2,3
2584,2584,349169,Breakin' All the Rules,2004,85,5.5,1
1193,1193,457939,The Holiday,2006,138,6.9,1
2819,2819,114666,The Tie That Binds,1995,99,5.0,2
215,215,116481,Hands on a Hardbody: The Documentary,1997,98,7.8,3
2912,2912,1087832,Kod apokalipsisa,2007,106,4.7,0
2372,2372,893346,Kiss the Bride,2007,100,5.8,1
746,746,1334555,Prom Night in Mississippi,2009,90,7.3,3
810,810,111424,The Day the Sun Turned Cold,1994,99,7.2,2
1083,1083,454536,La raison du plus faible,2006,116,7.0,2
2205,2205,284329,American Mullet,2001,52,6.0,3
601,601,995061,The Business of Being Born,2008,87,7.4,3
2419,2419,109890,The Getaway,1994,115,5.7,0
1135,1135,2545088,American Promise,2013,135,7.0,3
2361,2361,375785,Gray Matters,2006,96,5.8,1
540,540,3966544,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,97,7.5,3
2579,2579,274711,People I Know,2002,100,5.5,2
1776,1776,425125,The Color of Milk,2004,94,6.4,1
2820,2820,120190,Sprung,1997,105,5.0,1
2810,2810,2047802,Men to Kiss,2012,83,5.1,1
2818,2818,108258,Surf Ninjas,1993,87,5.0,0
1574,1574,1746183,Kochegar,2010,87,6.6,2
2897,2897,4119278,All Roads Lead to Rome,2015,90,4.8,1
842,842,430772,One Nite in Mongkok,2004,110,7.2,2
2368,2368,795463,Senseless,2008,87,5.8,2
2448,2448,484877,Wedding Daze,2006,90,5.7,1
2212,2212,416080,Everybody Has a Little Secret,2004,105,6.0,1
466,466,157016,I Stand Alone,1998,93,7.5,2
2657,2657,1437362,Murderer,2009,120,5.4,2
117,117,2488496,Star Wars: The Force Awakens,2015,136,8.1,0
1222,1222,1694019,Moss,2010,163,6.9,2
2469,2469,1640711,A Few Best Men,2011,97,5.7,1
1662,1662,486259,American Teen,2008,95,6.5,3
291,291,443706,Zodiac,2007,157,7.7,2
1045,1045,2917506,A Story of Children and Film,2013,106,7.1,3
1326,1326,1085507,The Square,2008,105,6.8,2
2644,2644,373690,Ars???ne Lupin,2004,125,5.4,0
468,468,194278,Pripyat,1999,100,7.5,3
1741,1741,114523,Talk of the Town,1995,93,6.4,1
2888,2888,1236484,Stoic,2009,91,4.8,2
21,21,3621952,The Choice Is Ours,2015,59,8.6,3
2731,2731,3732950,Body,2015,75,5.3,2
2502,2502,278435,Enough,2002,115,5.6,2
3019,3019,460780,In the Name of the King: A Dungeon Siege Tale,2007,127,3.8,0
2111,2111,406375,Zathura: A Space Adventure,2005,101,6.1,0
2659,2659,1617661,Jupiter Ascending,2015,127,5.4,0
2879,2879,323572,Chasing Papi,2003,80,4.8,1
2214,2214,451102,The Lost,2006,119,6.0,2
724,724,760185,The Slanted Screen,2006,60,7.3,3
621,621,1385956,Particle Fever,2013,99,7.4,3
508,508,1307963,Let's Make Money,2008,110,7.5,3
2229,2229,1528100,Exodus: Gods and Kings,2014,150,6.0,0
1419,1419,341555,Sex Is Zero,2002,96,6.7,1
898,898,1982113,Gerhard Richter Painting,2011,97,7.2,3
139,139,796366,Star Trek,2009,127,8.0,0
2367,2367,455967,John Tucker Must Die,2006,89,5.8,1
2935,2935,110216,Junior,1994,109,4.5,1
711,711,390109,I Like Killing Flies,2004,80,7.3,3
2613,2613,2873214,Bad Turn Worse,2013,92,5.5,2
2617,2617,3100678,House of Manson,2014,98,5.5,2
1749,1749,120530,Once Upon a Time in China and America,1997,102,6.4,0
1111,1111,1371585,Life Without Principle,2011,107,7.0,2
1334,1334,1224449,Plus One,2008,96,6.8,1
2934,2934,109760,The Expert,1995,92,4.5,0
921,921,4316236,The Black Panthers: Vanguard of the Revolution,2015,115,7.2,3
2493,2493,117218,The Nutty Professor,1996,95,5.6,1
1292,1292,383025,The Story of My Life,2004,90,6.8,1
1659,1659,465234,National Treasure: Book of Secrets,2007,124,6.5,0
2054,2054,3381008,The Brothers Grimsby,2016,83,6.2,0
2079,2079,119238,Gunshy,1998,100,6.1,2
997,997,1279083,Examined Life,2008,87,7.1,3
212,212,106385,Belovy,1992,60,7.8,3
873,873,1243971,Dirt! The Movie,2009,86,7.2,3
493,493,478090,A/k/a Tommy Chong,2006,80,7.5,3
1660,1660,475557,Diary of June,2005,105,6.5,2
1454,1454,1298650,Pirates of the Caribbean: On Stranger Tides,2011,136,6.7,0
993,993,1192422,The Listening Project,2008,76,7.1,3
149,149,1583323,Steam of Life,2010,81,8.0,3
442,442,2378465,Sofia's Last Ambulance,2012,75,7.6,3
700,700,264616,Frailty,2001,100,7.3,2
578,578,388789,Born Into Brothels: Calcutta's Red Light Kids,2004,85,7.4,3
3074,3074,383222,BloodRayne,2005,95,2.9,0
951,951,275408,Home Movie,2001,66,7.1,3
1690,1690,1563712,Climate of Change,2010,86,6.5,3
817,817,145393,"Pizza, Beer, and Cigarettes",1998,92,7.2,2
89,89,116282,Fargo,1996,98,8.1,2
1708,1708,2436516,Go Goa Gone,2013,108,6.5,0
2638,2638,288203,Rudyland,2001,52,5.4,3
616,616,1262958,A Small Act,2010,88,7.4,3
1274,1274,125209,I Think I Do,1997,90,6.8,1
1180,1180,380473,Just an American Boy,2003,95,6.9,3
1693,1693,1648188,Sharunas Bartas: An Army of One,2010,51,6.5,3
1220,1220,1606789,Loft,2010,108,6.9,2
957,957,333902,The Best of Times,2001,109,7.1,2
137,137,393597,Earth,2007,90,8.0,3
2753,2753,264150,View from the Top,2003,87,5.2,1
2384,2384,1538545,Zot van A.,2010,120,5.8,1
1752,1752,143145,The World Is Not Enough,1999,128,6.4,0
521,521,1788461,The Pruitt-Igoe Myth,2011,79,7.5,3
2528,2528,892767,Horsemen,2009,90,5.6,2
1137,1137,2933794,Man vs Snake: The Long and Twisted Tale of Nibbler,2015,92,7.0,3
1478,1478,2531282,The Yes Men Are Revolting,2014,91,6.7,3
178,178,808532,Hacking Democracy,2006,82,7.9,3
2184,2184,117108,Multiplicity,1996,117,6.0,1
2687,2687,166370,Subconscious Cruelty,2000,92,5.3,2
1726,1726,4781612,Imperium,2016,109,6.5,2
1325,1325,1069235,Marcello Marcello,2008,97,6.8,1
2665,2665,2295750,It Happened in Saint-Tropez,2013,100,5.4,1
225,225,425210,Lucky Number Slevin,2006,110,7.8,2
1383,1383,4679136,I'll Sleep When I'm Dead,2016,79,6.8,3
2326,2326,2326612,The Captive,2014,112,5.9,2
2302,2302,790657,Everybody Wants to Be Italian,2007,105,5.9,1
2264,2264,109916,Godzilla vs. SpaceGodzilla,1994,108,5.9,0
2337,2337,106902,Fifty/Fifty,1992,101,5.8,0
719,719,468565,Tsotsi,2005,94,7.3,2
1806,1806,1336011,Strongman,2009,113,6.4,3
1462,1462,1606382,L'amour fou,2010,98,6.7,3
1568,1568,1606652,PiraMMMida,2011,105,6.6,2
2114,2114,454084,Blind Dating,2006,95,6.1,1
795,795,4819738,The Bandit,2016,84,7.3,3
3040,3040,3598222,Mercenaries,2014,89,3.7,0
2138,2138,1139282,Stolen,2009,91,6.1,2
1817,1817,1564367,Just Go with It,2011,117,6.4,1
2333,2333,4591310,The Monkey King 2,2016,119,5.9,0
54,54,841119,Lake of Fire,2006,152,8.3,3
939,939,120188,Three Kings,1999,114,7.1,0
28,28,1294182,Living in Emergency,2008,93,8.5,3
1159,1159,116629,Independence Day,1996,145,6.9,0
1339,1339,1333631,Art & Copy,2009,89,6.8,3
1509,1509,118042,Unforgotten: Twenty-Five Years After Willowbrook,1996,57,6.6,3
2052,2052,3100274,Manhattan Night,2016,113,6.2,2
2673,2673,3594826,Monk Comes Down the Mountain,2015,123,5.4,0
2523,2523,803005,Hoop Reality,2007,90,5.6,3
1935,1935,2499818,Drei Stunden,2012,100,6.3,1
809,809,111257,Speed,1994,116,7.2,0
3054,3054,424774,The Adventures of Sharkboy and Lavagirl 3-D,2005,93,3.5,0
2597,2597,1047832,Linewatch,2008,90,5.5,2
1022,1022,1760967,Ill Manors,2012,121,7.1,2
1010,1010,1538833,Make Believe,2010,88,7.1,3
792,792,3716530,Elle,2016,130,7.3,2
2869,2869,3082898,Kickboxer: Vengeance,2016,90,4.9,0
2315,2315,1407061,Just Wright,2010,100,5.9,1
2572,2572,119416,Johnny Skidmarks,1998,96,5.5,2
892,892,1763194,Blood in the Mobile,2010,83,7.2,3
200,200,2421498,Lost Rivers,2012,72,7.9,3
2162,2162,2315558,The Hour of the Lynx,2013,93,6.1,2
460,460,116261,Eye of God,1997,84,7.5,2
1577,1577,1786668,Cyrano Agency,2010,119,6.6,1
904,904,2360880,Agenda: Grinding America Down,2010,93,7.2,3
944,944,165854,The Limey,1999,89,7.1,2
2987,2987,2082156,24 Exposures,2013,77,4.2,2
2862,2862,1404702,Naked Ambition: An R Rated Look at an X Rated Industry,2009,81,4.9,3
1618,1618,110737,Only You,1994,115,6.5,1
95,95,457496,Street Fight,2005,83,8.1,3
276,276,297721,All About Lily Chou-Chou,2001,146,7.7,2
1166,1166,177242,Sun Alley,1999,101,6.9,1
2763,2763,816462,Conan the Barbarian,2011,113,5.2,0
1004,1004,1392249,Night and Fog,2009,122,7.1,2
1450,1450,1196672,The Nature of Existence,2010,94,6.7,3
773,773,2048877,The Ambassador,2011,93,7.3,3
2760,2760,473500,Kettle of Fish,2006,97,5.2,1
2049,2049,2936174,Visitors,2013,87,6.2,3
2317,2317,1485761,"No God, No Master",2013,94,5.9,2
2227,2227,1430633,The Accidental Gangster and the Mistaken Courtesan,2008,103,6.0,0
2849,2849,117331,The Phantom,1996,100,4.9,0
2536,2536,1341341,Ceremony,2010,89,5.6,1
2946,2946,2210463,Battle of the Damned,2013,88,4.5,0
1627,1627,120744,The Man in the Iron Mask,1998,132,6.5,0
2891,2891,1717715,The Monkey King,2014,119,4.8,0
3037,3037,1821355,Bubblegum & Broken Fingers,2011,110,3.7,2
37,37,3302820,Cowspiracy: The Sustainability Secret,2014,85,8.4,3
610,610,1197624,Law Abiding Citizen,2009,109,7.4,2
2400,2400,2077833,Rowdy Rathore,2012,140,5.8,0
1818,1818,1650407,"Turn Me On, Dammit!",2011,76,6.4,1
356,356,113523,Kamikaze Taxi,1995,169,7.6,0
253,253,1511400,Just Like Us,2010,72,7.8,3
1063,1063,120370,Trekkies,1997,86,7.0,3
1527,1527,312843,Suicide Club,2001,99,6.6,2
2334,2334,5769238,Nightlife,2016,85,5.9,2
655,655,2577150,Traffic Department,2012,118,7.4,2
2915,2915,1446072,Game of Death,2011,98,4.7,0
1661,1661,480251,Ira & Abby,2006,104,6.5,1
2436,2436,206926,Maybe Baby,2000,104,5.7,1
2143,2143,1464540,I Am Number Four,2011,111,6.1,0
2550,2550,2238032,Skiptrace,2016,107,5.6,0
430,430,1845838,Metro Manila,2013,115,7.6,2
3026,3026,2788512,Death Valley,2015,88,3.8,2
2178,2178,103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,6.0,0
1793,1793,1130087,16 to Life,2009,89,6.4,1
481,481,365109,Deep Blue,2003,83,7.5,3
1541,1541,454824,Flyboys,2006,140,6.6,0
2826,2826,382992,Stealth,2005,121,5.0,0
2251,2251,3868452,There's No Place Like Utopia,2014,110,6.0,3
1470,1470,1843120,The Unjust,2010,119,6.7,2
564,564,245910,Cheap Smokes,2000,85,7.4,1
2034,2034,1995390,Our Kind of Traitor,2016,108,6.2,2
1436,1436,783238,The Dead Girl,2006,85,6.7,2
2783,2783,116928,Love Is All There Is,1996,120,5.1,1
2782,2782,116762,Keys to Tulsa,1997,113,5.1,2
2321,2321,1633989,Dragonslayer,2011,74,5.9,3
1844,1844,4938484,Silicon Cowboys,2016,77,6.4,3
35,35,1826692,Fools on the Hill,2012,80,8.4,3
869,869,1216487,The Girl Who Played with Fire,2009,129,7.2,2
1375,1375,3576072,Regarding Susan Sontag,2014,100,6.8,3
1056,1056,101669,Dead Again,1991,107,7.0,2
106,106,1392214,Prisoners,2013,153,8.1,2
408,408,1268224,An Inconvenient Tax,2011,78,7.6,3
405,405,1227378,"Fat, Sick & Nearly Dead",2010,97,7.6,3
403,403,1204341,The Universe of Keith Haring,2008,90,7.6,3
1329,1329,1156395,K-20: The Fiend with Twenty Faces,2008,137,6.8,0
1290,1290,373283,Saints and Soldiers,2003,90,6.8,0
2132,2132,1010055,Yatterman,2009,111,6.1,0
1877,1877,368571,Americano,2005,95,6.3,1
462,462,119926,Postman Blues,1997,110,7.5,2
1484,1484,3409440,The Surprise,2015,102,6.7,1
2716,2716,1810697,Meeting Evil,2012,89,5.3,2
2704,2704,762114,License to Wed,2007,91,5.3,1
2870,2870,3962210,David and Goliath,2015,92,4.9,0
2551,2551,2708946,UnHung Hero,2013,84,5.6,3
1625,1625,119892,Phoenix,1998,107,6.5,2
435,435,2014338,Side by Side,2012,99,7.6,3
1858,1858,119360,In & Out,1997,90,6.3,1
1109,1109,1360875,Katalin Varga,2009,82,7.0,2
1310,1310,809439,Lagerfeld Confidential,2007,89,6.8,3
2721,2721,1977087,Tom Sawyer & Huckleberry Finn,2014,90,5.3,0
1652,1652,425061,Get Smart,2008,110,6.5,0
323,323,1855199,End of Watch,2012,109,7.7,2
1328,1328,1152828,I Think We're Alone Now,2008,70,6.8,3
459,459,110377,London,1994,85,7.5,3
1587,1587,2073128,To the Arctic 3D,2012,40,6.6,3
1980,1980,286493,The Badge,2002,103,6.2,2
764,764,1754853,Waiting for Lightning,2012,96,7.3,3
2959,2959,460902,Played,2006,87,4.4,2
510,510,1333657,Shouting Fire: Stories from the Edge of Free Speech,2009,75,7.5,3
1128,1128,2271401,Inori,2012,72,7.0,3
2971,2971,1333125,Movie 43,2013,94,4.3,1
66,66,200087,Fervour,1999,174,8.2,0
2788,2788,120738,Lost in Space,1998,130,5.1,0
221,221,342570,An Injury to One,2002,53,7.8,3
2147,2147,1638328,Love Lasts Three Years,2011,98,6.1,1
226,226,436039,After Innocence,2005,95,7.8,3
338,338,2800050,A Beautiful Planet,2016,45,7.7,3
2446,2446,441263,The White Dragon,2004,93,5.7,0
2636,2636,227538,Spy Kids,2001,88,5.4,0
2805,2805,865554,The Informers,2008,98,5.1,2
1459,1459,1532413,The Invisible Frame,2009,60,6.7,3
1996,1996,460892,Lost in Love,2005,100,6.2,1
50,50,333388,Edif???cio Master,2002,110,8.3,3
529,529,2323551,Hungry for Change,2012,89,7.5,3
1938,1938,3219194,Uncle John,2015,113,6.3,2
1808,1808,1362118,Russia 88,2009,104,6.4,2
2252,2252,3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,6.0,0
930,930,102958,S???lo con Tu Pareja,1991,94,7.1,1
741,741,1212450,Lawless,2012,116,7.3,2
955,955,293088,Devil's Playground,2002,77,7.1,3
2950,2950,99701,The Rift,1990,83,4.4,0
2219,2219,1055369,Transformers: Revenge of the Fallen,2009,150,6.0,0
556,556,112767,Cyclo,1995,123,7.4,2
1706,1706,2408040,B.A. Pass,2012,95,6.5,2
509,509,1326204,Crude,2009,105,7.5,3
2185,2185,117365,Portraits chinois,1996,111,6.0,1
882,882,1392170,The Hunger Games,2012,142,7.2,0
1947,1947,99581,Flashback,1990,108,6.2,0
2402,2402,2239832,Think Like a Man Too,2014,106,5.8,1
831,831,303780,Blues Harp,1998,107,7.2,2
1263,1263,108592,Once Upon a Time in China III,1992,109,6.8,0
2318,2318,1517260,The Host,2013,125,5.9,0
2672,2672,3528874,Questioning Darwin,2014,59,5.4,3
1956,1956,110099,I.Q.,1994,100,6.2,1
1030,1030,2125427,Abendland,2011,90,7.1,3
703,703,294805,Okie Noodling,2001,57,7.3,3
1085,1085,478311,Knocked Up,2007,129,7.0,1
1448,1448,1183697,Sex Positive,2008,75,6.7,3
2431,2431,160009,The Art of War,2000,117,5.7,0
2565,2565,109195,Back in Action,1993,93,5.5,0
387,387,478324,We Feed the World,2005,96,7.6,3
2874,2874,115754,Breathing Room,1996,90,4.8,1
2136,2136,1094668,Jusqu'??ÿ toi,2009,80,6.1,1
657,657,2861532,A Wolf at the Door,2013,101,7.4,2
2824,2824,325007,April's Shower,2003,100,5.0,1
368,368,181865,Traffic,2000,147,7.6,2
1279,1279,227445,The Score,2001,124,6.8,2
2967,2967,177898,The Last Seduction II,1999,96,4.3,2
1802,1802,1282257,A Good Man,2009,97,6.4,2
1226,1226,1787777,Page One: Inside the New York Times,2011,92,6.9,3
2747,2747,174931,Frivolous Lola,1998,105,5.2,1
2696,2696,280424,Amy's Orgasm,2001,87,5.3,1
994,994,1230130,Earth Days,2009,90,7.1,3
447,447,3042408,Who Am I,2014,102,7.6,2
571,571,308514,Lost in La Mancha,2002,93,7.4,3
1540,1540,454792,Bubble,2005,73,6.6,2
393,393,960749,Crazy Sexy Cancer,2007,89,7.6,3
3036,3036,1413489,Cougar Hunting,2011,102,3.7,1
1523,1523,258816,The Reckoning,2002,112,6.6,2
2809,2809,1956620,Sex Tape,2014,94,5.1,1
2892,2892,2543702,By the Gun,2014,110,4.8,2
1775,1775,414951,The Quiet,2005,96,6.4,2
2348,2348,203672,A Man Called Hero,1999,116,5.8,0
1255,1255,102744,Quigley Down Under,1990,119,6.8,0
1080,1080,396269,Wedding Crashers,2005,119,7.0,1
747,747,1337139,45365,2009,90,7.3,3
938,938,117143,Nach F??¬nf im Urwald,1995,99,7.1,1
2003,2003,810856,Eyes of the Mothman,2011,150,6.2,3
1907,1907,1399103,Transformers: Dark of the Moon,2011,154,6.3,0
513,513,1462014,Surviving Progress,2011,86,7.5,3
820,820,175550,Dancemaker,1998,98,7.2,3
2800,2800,419984,Mr. Woodcock,2007,87,5.1,1
190,190,1344811,Brothers on the Line,2012,81,7.9,3
3031,3031,119707,Mortal Kombat: Annihilation,1997,95,3.7,0
2263,2263,107613,Mr. Wonderful,1993,98,5.9,1
2609,2609,2303112,Act Like You Love Me,2013,88,5.5,1
2153,2153,1821449,Happy End,2011,97,6.1,2
1846,1846,5462400,K???blic,2016,92,6.4,2
579,579,399095,Trade,2007,120,7.4,2
978,978,499238,Milarepa,2006,90,7.1,0
1665,1665,808279,Funny Games,2007,111,6.5,2
2495,2495,120751,Mighty Joe Young,1998,114,5.6,0
1748,1748,119467,Kiss or Kill,1997,96,6.4,2
2175,2175,4603080,Amor Imposs???vel,2015,125,6.1,2
2547,2547,1921064,Pompeii,2014,105,5.6,0
1876,1876,360201,Wimbledon,2004,98,6.3,1
1316,1316,924129,Crossing Over,2009,113,6.8,2
1198,1198,799948,Blue Blood,2006,95,6.9,3
1903,1903,1335975,47 Ronin,2013,128,6.3,0
437,437,2103281,Dawn of the Planet of the Apes,2014,130,7.6,0
2604,2604,1674772,Everybody Has a Plan,2012,118,5.5,2
2090,2090,174732,Herman U.S.A.,2001,89,6.1,1
2703,2703,494652,"Welcome Home, Roscoe Jenkins",2008,114,5.3,1
1167,1167,183790,A Knight's Tale,2001,132,6.9,0
1916,1916,1711484,The Conquest,2011,105,6.3,3
2014,2014,1233301,Ironclad,2011,121,6.2,0
2875,2875,117497,Robo Warriors,1996,93,4.8,0
1499,1499,101962,Godzilla vs. King Ghidorah,1991,103,6.6,0
158,158,4386134,Old Fashioned: The Story of the Wisconsin Supper Club,2015,51,8.0,3
963,963,390336,Overnight,2003,82,7.1,3
732,732,912590,Manda Bala (Send a Bullet),2007,85,7.3,3
171,171,391857,Checkpoint,2003,80,7.9,3
851,851,847817,Helvetica,2007,80,7.2,3
121,121,3203290,Free to Play,2014,75,8.1,3
1032,1032,2142055,Xingu,2011,102,7.1,0
68,68,296108,News from a Personal War,1999,57,8.2,3
2682,2682,118691,The Beautician and the Beast,1997,105,5.3,1
2455,2455,948547,Fragments,2008,100,5.7,2
24,24,172495,Gladiator,2000,155,8.5,0
275,275,276819,Berlin Babylon,2001,88,7.7,3
1189,1189,421206,Gridiron Gang,2006,125,6.9,2
624,624,1500496,La danse,2009,159,7.4,3
2566,2566,109390,A Century of Cinema,1994,72,5.5,3
608,608,1149405,Trouble the Water,2008,90,7.4,3
1420,1420,343594,Ginger and Cinnamon,2003,109,6.7,1
2500,2500,250790,Turn of Faith,2002,96,5.6,2
2807,2807,1399952,Dark Planet: Rebellion,2009,105,5.1,0
726,726,800334,Flock of Dodos: The Evolution-Intelligent Design Circus,2006,84,7.3,3
2497,2497,204322,Firecracker,2005,112,5.6,2
1172,1172,285005,Dead or Alive 2: T???b???sha,2000,97,6.9,2
272,272,245844,The Count of Monte Cristo,2002,131,7.7,0
2432,2432,160706,The Prodigy,2005,120,5.7,2
1341,1341,1409024,Men in Black 3,2012,106,6.8,0
2074,2074,115693,Black Mask,1996,99,6.1,0
1129,1129,2317089,Small Roads,2011,103,7.0,3
2570,2570,117420,The Quest,1996,95,5.5,0
